"","cell_1","cell_2","cell_3","cell_4","cell_5","cell_6","cell_7","cell_8","cell_9","cell_10","cell_11","cell_12","cell_13","cell_14","cell_15","cell_16","cell_17","cell_18","cell_19","cell_20"
"CETN4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CETP",0,0,0,0,0,0,0,1.280743,0,0,0.050839,0,0,0,0,0,0,0,0,0
"CFAP126",0,0,0,0,0,0,0,1.498655,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP20",0,0.133765,0,0,0.3400355,0,0,0.0466606,172.516,0,0.3191345,0,0,0.462692,0,1.1806255,0,0.111296,0.1054675,0.0621865
"CFAP221",0,0,0,0,0,0,0,0,0.0746013,0.02324815,0,0,0,0,0,0,0,0,0,0
"CFAP36",21.5023,0.0794629,0.444779,0,3.66227,0.671299,18.56445,45.26215,12.97885,136.215,0.0543755,0,0,8.62682,0.4273535,0,0.1427625,131.3995,0.03674045,195.983
"CFAP43",0,0.0142862,0,0,0.0375871,0.224117,0,0,0,0,0,0,0,0,0.11190315,0,0,0,0,0
"CFAP44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP44-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP45",0,0,0,0,4.427515,0,1.629795,0,0,0,0,0,0,0.213075,0,0,1.97257,0,0,0
"CFAP46",0,0,0,0,0.241054,0,0.4833835,0.039031,0,0,0.0211681,0.0071419,0,0,0.0307401,0.12550465,2.128265,0.0099221,0,0
"CFAP52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02820105,0,0,0
"CFAP53",0,0,0,0,1.3282245,0,0,0.1455472,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP54",0,0,0,0,0,0,0.12040815,0.016472355,0,0,0.00816325,0,0,0,0,0,0,0,0,0
"CFAP57",0,0,0,0,0,0,0.0548322,4.197625,0,0,0.1670645,0,0,0,0,0,0,0,0,0
"CFAP58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP61",0,0,0,0,0,0,0.600056,0.0808241,0.02477855,0,0,0,0,0,0,0,0,0,0,0
"CFAP69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFAP70",0,0,0,0,0,0,0,0.3011935,0,0,3.197735,0,0,0,0,0,0.775187,0,0,0
"CFAP74",0.795163,1.58815,1.1393,0.6153865,4.718495,2.58493,1.213095,2.850655,0.9682605,1.498835,4.196255,1.134045,1.52307,1.0107485,2.819855,0.0834303,3.362275,0.518998,2.6064,0.6824875
"CFAP97",0,0.0623362,0.262055,1.731885,4.30988,0.604981,0.0701867,9.79676,52.3559,0.03109995,11.49607,0,0.109916,0.105485,0.05042265,35.57165,0.4071545,0,0.0063319,135.4095
"CFAP99",0,0,0,0,0.8158385,0,0.1645755,0,0,0,0.08234395,0,0,0,0,0,0,0,0,0
"CFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFC1",0,0,0,0,4.824,0,0,0,0,0,0,0,0,4.04689,0,0,10.99545,0,0,0
"CFC1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFD",0,0,0,1.389376,0.3836515,0,0.1455265,0,0.28743,0.087457,0.21260975,0.1240505,0,0,11.4349,1.918625,0.616429,0.31945,1.3923505,0.3709975
"CFDP1",0,6.63179,0.888958,9.90559,4.01207,0,4.32526,0.8105775,3.366855,0,4.339805,0.7270635,45.9313,0,3.696855,205.452,0.12561705,0,142.736,0.2064405
"CFH",0,0,0,0,0.329763,0,0,0,0,0,0.0441024,0,0,0,0,0,0,0,0,0
"CFHR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFHR4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71826,0,0,0
"CFHR5",0,0,0,0,0,0,1.0476645,0,0,0,0,0,0,0,0,0,0,0,0,0
"CFI",0,0,0,0,0,0,0,0.203534,0,0,1.215059,0,0,0,0,0,0,0,0,0
"CFL1",346.041,22.3182,154.111,393.496,90.18245,292.953,77.65255,201.965,623.6625,267.2315,25.7466,46.06215,152.064,76.51355,231.3545,320.655,21.404,254.6755,36.68895,29.947
"CFL1P1",3.6403,0,0.227877,0.4411835,0,0,0.0328867,0.183519,4.24013,0.04357615,0.2966365,0,0.0428543,0,0.788028,0,0.208689,0,1.769355,0.0434405
"CFL2",27.6052,0,0,0.0162228,0,6.67218,0,0,0.0098981,0,8.02333,0.0160991,0,0,0,0.077752,0,0,0,0
"CFLAR",5.57436,3.90502,1.63225,4.096775,8.952565,6.55233,5.412505,8.290845,2.896935,8.955775,21.14925,4.12464,2.47315,17.5638,9.24014,2.56927,19.5357,3.025485,7.12614,14.2624
"CFLAR-AS1",0,0,0,0,0,0,0,0,0,0,0.13231,0,0,0,0,0,0,0,0,0
"CFP",0,0,0,0,0,0,0.1705975,0.08368,0.142183,0,0.38211195,0,0,0,0,0.152797,0,0.50009,0,0
"CFTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CGA",0,0,0,0,0.19565,0,0.209009,0.4058075,2.450245,0.0776085,0.075332,0.0638985,0,0,0.5223935,28.1133,0.0840515,0,0,0
"CGB",0,0,0,0,0,0,0,0,0,0,1.4098835,0,19.9062,0,0,0,4.33083,0,6.954935,0
"CGB1",0,0,0,0,0,0,0.1333345,0,0,0,0.2148105,0,0,0,0,0,0,0,0,0
"CGB2",0,0,0,24.35245,1.7694845,0,0,12.05555,0,0,4.74198,0,0,0,0,0,1.402879,0,15.9458,0
"CGB5",0,0,0,0,0,0,0,0,0,0,0.063313,0,0,0,0,0,0,0,0,0
"CGB7",0,0,0,0,0,0,0,0,0,0,0.4646025,0,0,0,0,0,3.048395,0,0,0
"CGB8",0,0,0,0,0,0,0,0,0,0,0,0,5.14059,0,0,0,0,0,0,0
"CGGBP1",0.0233443,5.15214,0.0609164,0.0177841,10.75175,0,0.0118407,9.714585,17.68195,0,5.344125,15.581,3.98486,2.098045,0.053045,50.50665,4.725265,0,0.9603295,3.2894
"CGN",0,0,0.29682,0,0,0,0,0,0,0,0.48434,0,0,0,36.53005,0,2.62747,0,0,0.0155711
"CGNL1",1.05694,0.530694,0.507734,0.147373,1.395195,1.00052,0.748515,1.164945,0.3645595,0.517159,2.181115,0.492444,0.314999,0.6344185,1.36504,0.299004,1.768535,0.1285403,0.12373725,0.5244505
"CGREF1",0,0.141948,0,0,0,0,0.04689125,24.00545,0,0,2.86434,0,0,0.216037,0,88.3547,0,0,0,0.1231325
"CGRRF1",2.36385,0,0,0,0,0,0,0.04621615,0,0,0.148856,0,0,0,3.51141,0,0.0639475,0,0,0
"CH17-360D5.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CH25H",0,0,0,0,0,0,0,0,0,0,4.248025,3.461675,0,0,0,0,0,0,0,0
"CHAC1",0,0,0,0,16.5123,0,0.079735,0,0.345534,0,0,0,0,0,0,0,0.09606165,0,0,0
"CHAC2",0,0,0,1.5218335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAD",0,0,0,0,0,0,0,0,0,0,0.3619365,0,0,1.491366,0,0,1.88739,0,0,0
"CHADL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHAF1A",0,0,0,0,3.19776,0,0.928627,2.60765,0,0,1.12195,0,0,0,0,0,0,0,0,0
"CHAF1B",0,0,0,0,0,0,0,0,31.20165,0.052353,0,1.108255,0,0,0,0,0,0,0,0
"CHAMP1",0,0,0,0,0,1.11917,0,0.0178759,0.01011595,0,0,0,0,0,0.15776675,0,0,0,0,0
"CHAT",0,0,0,0,0,0,0,0.02180585,0,0,0,0,0,0.04311075,0,91.38705,0,0,0,0.04459615
"CHCHD1",0.809794,0,0,0,0.1247535,0,0.253472,0,1.74168,0,24.04215,186.788,2.53361,0.0949845,0,30.0406,0,0,0,8.581805
"CHCHD10",0,0,0,0,0,0,0.54976,0,0,0,0,0,0,0,0,0,0,1.491275,0,0.711575
"CHCHD2",71.179,97.007,0,0.2229445,23.29235,0,0.115963,0.394002,0,0,6.43378,5.17313,0,7.16974,216.7795,0.333046,0.112401,0.22805,0.215397,0
"CHCHD3",0,0,0,0,0.0779939,0,0.01995985,1.82651,37.97455,0,0,0,0,0.04389845,0.07542085,0,0,0,0,0.079644
"CHCHD4",0,0,0,0,0,0,0,0.056495,0,0,0.3650755,0,0,0,0,0,0,0,0,0
"CHCHD5",185.345,0,0,0,0.3535895,0,0.156439,0,7.653165,0,3.32846,0,0,0,0,0,0,0,0,0
"CHCHD6",0,0,0.410516,0,0,0,0,3.070615,19.99295,0,0.03208695,0,0,0,284.592,0,0,0,0,0
"CHCHD7",0,0,0,0.4752725,0,0,0,0,80.81805,0,1.993035,0,0,0,0,0.1168805,11.97947,0,0,0
"CHD1",5.50639,1.68686,0,0,0.527714,0.0237854,0,2.34139,0,0.0113974,0.6361755,0.10991605,0.866474,0,0.998423,0,0.2509955,0,0,0.01071675
"CHD1L",0,0.0493143,0.420965,0,0,0,0,0.02906445,0.0396736,0,0,0,4.43548,9.04559,0.030306,0,0,0,0,0
"CHD2",0,0.916365,9.98045,0,1.12397,0.0221186,4.04325,0.519253,0.814788,0.01011185,19.7734,0,4.3582,0,0,0.140688,0,0,0,0.0113524
"CHD3",11.0546,1.78281,0.68532,0.3495925,3.335155,12.1512,1.80864,0.01189275,0.2923285,0.716068,0.4987385,12.86745,0,0.24361,0.8384755,6.51814,1.453445,12.36915,0.0288213,0
"CHD4",0.0926653,2.31058,7.48574,0.03200665,0.480445,0,0.0159685,0.906191,0.0916322,0.646664,2.013585,81.11455,4.86379,0.011094,3.56448,0.0196845,0.01488845,2.68227,0,0
"CHD5",0,0,0.562354,0,1.041538,0,0,1.62641,28.7734,0,0.2956825,0,0,0.03287085,41.4706,12.82235,0.775724,0,23.26995,0.0103013
"CHD6",0,0.0389096,0.0805421,0,0.98287,0,1.8576,0.0059933,0.0077856,0,0.5088035,8.164595,0,0,0,0.5189205,0.004729115,0.01787515,0.00835345,0
"CHD7",3.28874,5.92122,1.06254,0,0.7266535,5.29035,0.1687755,0.009643445,0.2347655,0.004275455,1.294475,2.10132,0.337747,0,0.0162794,0.609408,0,0,3.636475,0
"CHD8",0.0226677,0,0.0190117,0.6866375,0.57473,0.264784,2.20854,0.03536475,1.006033,0.060915,0.860167,0,0.027728,0,4.46377,9.322145,0.0322551,0.0148814,0.0065593,0.0319125
"CHD9",6.93654,4.22771,0,4.194595,0.004094565,0.150003,0,0.07290075,0.2952765,0.04960825,1.54957,0,1.79315,0.007258,0.007486085,0.0097856,0.2696255,31.4072,0.123559,0.00610065
"CHDH",0.786604,0.306247,1.10654,0.3060685,1.54154,3.81492,0.2286935,0.7919955,1.36006,1.0371995,1.0588315,0.123742,1.62901,0.160572,0.9946665,0.3202475,0.7039245,0,2.52024,0.725209
"CHEK1",0.487077,0.331088,0.114209,0.2438725,1.796045,0.4607,2.73287,1.92192,0.055864,1.95797,6.939335,0.10895935,0.251572,1.577265,1.64297,0,3.162015,0.3300365,0.5147675,1.852145
"CHEK2",0,0,0,0,0.127798,0,0.1117332,0,0,0,0.060413,0,0,0,0,0,0.0300214,0,0,0
"CHEK2P2",0,0,0,0.393484,0.5470455,0,0,0,0,0,0.6568785,0.2421515,0,2.24137,3.41441,0,1.825775,1.442495,0.1519635,0
"CHERP",0,0,0,0.02665965,0.4002075,0.102938,2.263945,0,0,0,0.7472585,0,8.2574,2.936725,0.0310893,9.9628,1.025702,0,0,1.34833
"CHFR",0,0,0,0,0,0,0.533111,0.0176743,0.021659,0,0.203298,0,0,0,0,128.9935,0.123464,0.050412,0,0.0269922
"CHGA",0,0,0,0.1629345,0.0506745,1.85256,0.3853725,0,176.7575,0.0473056,1.569503,0,0,628.235,0,9.471565,0,3.235535,31.9134,203.5615
"CHGB",0,0.0579622,0,0,0.08231795,0,0.0335486,5.214155,31.87885,25.8902,1.653115,0,0,0.3473925,0,0.2795045,0,98.72215,38.54255,0.029181
"CHI3L1",0,0,0,0,0,0,0,0.050813,0,0,0.3449075,0,0,0,0,0,0,0,0,0
"CHI3L2",0,0,0,0,0,0,0,0,0,0,0.2650615,0,0,0,0,0,0,0,0,0
"CHIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHIAP2",0.0536552,0.180425,0.169425,0.321999,0.49057,0.920493,0.932674,0.5581525,0.073057,0.808724,2.09406,0.3070335,0.0939276,0.722697,0.07457625,0,0.336284,0.0167985,6.11675,0.14416805
"CHIC1",0,0,0.0650513,0.00479579,0.0609088,0,0.04221305,0.00753735,0,0,0.07176395,0.04111125,0,0,0,0,1.7859,0,0,0
"CHIC2",10.6603,0,0,0,0,0,0,2.78434,0,0.112844,0,0.0449272,0,0,0,0,15.32535,0.053463,0,0.1179365
"CHID1",0,0.0863237,0,0.134858,0.03395705,0,2.297355,2.233495,170.101,0.1484065,0.6331835,47.5157,0.259729,0.53547,0.11363655,0.0605865,0.437155,0,0.0890359,0
"CHIT1",0,0,0,0,0,0,0.722968,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHKA",0,0,0,0,0,0,0,0.0335332,0,0,2.776845,0,0,0,0,0,0,0,50.13355,0
"CHKB",0,0,0,0,11.73985,0,3.103625,0.0672625,0,0,0,0,0,0,0.071539,0.1151965,0,0.1175605,0,0
"CHKB-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHKB-CPT1B",9.20516e-73,0,0,0,0.018322430325,0,1.8354665e-07,6.25725e-08,0,0,9.790595e-80,0,0,0,1.354375e-07,2.170685e-07,9.8505e-70,2.272485e-07,0,7.410492193e-49
"CHL1",0,0,0.0839568,0.0050878,0.0149329,0,0,0,0.2100615,0,0.07080255,0,1.8957,0,0,0,5.363845,48.6474,0.004677495,0
"CHL1-AS1",0.535174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHM",0.273156,0.214076,0.101165,0.06266485,1.96206,0.194394,0.7658115,0.5700385,9.053205,0.3379945,2.60949,0.4570255,0.449862,2.256335,0.504899,0.4582455,1.3501785,2.94751,0.09279475,0.0840821
"CHML",0,0.00821048,0.00849913,0.0275519,0.7081215,0.0400552,0.156175,0.7907705,0.418472,0,0.7238815,0.2043005,0,0.3395615,0.00479485,0.07549575,0.63226,27.25365,15.24265,0
"CHMP1A",138.245,0,31.3589,0,0.2218915,14.6681,0,0,0.0749785,0,5.112455,6.129695,0,0,79.92435,5.248845,0.3183415,0,0.03720555,0
"CHMP1B",2.37708,1.76684,1.11348,1.203985,4.255945,1.25704,2.2823,4.62703,0.3958545,4.51313,12.16285,2.002805,0.768095,3.390735,4.134745,0.9256285,7.484005,0.18366,28.6801,12.5524
"CHMP1B2P",0,0,0,0,0,0,0,0.1751135,0,0.034594,0,0,0,0,0.0053972,0,0,0,0,0
"CHMP2A",19.1193,0,0,5.184685,60.8951,63.8154,51.27235,0.254448,4.921475,0,0.118214,0,0,0,67.95475,0,0,7.318895,0,0.256562
"CHMP2B",0,0.699785,0.0247225,0.0174929,0,0,0,0.733993,0,0,0.8905865,0,0,0,0,8.124975,0,0,0,3.213135
"CHMP3",0.105235,0.105621,14.1644,0,0.0771441,0,0.11919405,0.0320496,2.139765,0.01682165,0.182901,0,27.7093,0,0.11646185,0.01555115,0.494366,0.3056605,0.199646,0.0307822
"CHMP4A",0,0,0,0,0.1410825,0,0,0.10573255,1.21816,0,2.013075,5.831575,0,0,0.0705275,0,0.156438,0,0,0.123521
"CHMP4B",53.46,0,30.0883,78.44555,0,0.757998,0,9.87048,10.42311,0,0,0,0,0,0.09095255,2.58504,0.064696,0.091049,0,0
"CHMP4C",3.5309,0.294459,1.16488,1.46537,2.475695,2.30954,1.804895,1.275405,0.2219355,4.41535,2.35457,0.572202,0.104857,0.1702575,0.6350195,0.116798,2.36532,0.14093445,0.315158,0.797295
"CHMP5",92.1584,0,2.21535,0.02052195,0.552002,0,0.0640439,21.00205,22.43745,0.02532105,1.0065265,0.3754185,1.58973,0.052957,0.0779699,0.02063545,0.1489045,0.13455,0.0733697,1.84997
"CHMP6",0,0,0,0,0,0,6.560015,0.03090025,0,0,0.091559,0,0,0,1.1406755,0,0,0,0,0
"CHMP7",0,0.413861,0,0.022,0,0,0.04328455,5.77506,0,0,0.0109163,0,0,58.76775,21.8743,52.39025,0,0.04214125,67.0648,0.0460916
"CHN1",0,0,71.5406,0,15.63965,0,0,0,0.0206201,0,0.9352255,0.0181496,0,0,0,0,0,0,7.03948,0.0628458
"CHN2",0,0.141979,0,0,0.1977025,0,1.111383,10.566045,0,0,0,0.01321515,6.14856,0,0,0,13.54535,0,0.0158861,0
"CHODL",0,0,0,0,0.95919,0,0,0.03032815,0,0,0,0,0,0.0249452,0,30.4058,0,2.20841,0,0
"CHODL-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHORDC1",0,7.91227,0.57315,0,1.669815,0,6.623095,8.69862,0,0,0.0584107,0,7.32924,5.00301,0.1700885,0,0.1622502,51.90745,0,0
"CHP1",61.1678,4.86586,4.91853,6.89666,11.4006,20.4884,10.497485,18.2447,45.9212,7.91703,31.4409,8.02053,15.2615,17.4224,75.08385,4.589715,18.02345,1.92742,2.349505,5.234125
"CHP2",2.00972,2.53667,0.246275,0.407715,2.25464,3.65988,2.473055,1.60325,0.14430615,0.4074585,2.56517,0,0.116648,0.09634,2.20141,1.49715,1.882025,0.904869,0.492576,0
"CHPF",0,0,0,0,2.5853,0,0.9424295,0,2.41807,0,0,0,0,0,8.59374,0,0,0,0,0
"CHPF2",0,0,0.238568,0,0,0,9.815845,0.711717,0,0,0.1886015,0,0.144229,0,0,0.374934,0.7702935,0,0,0.122266
"CHPT1",0,0,0,0,8.19532,0,0.0274403,0.056103,0,0,2.95688,0,0,0,0.1015565,0,0,0,0,0.069936
"CHRAC1",0.559458,0.317484,0.13579,0.1772995,0.2558005,0.171348,1.3355335,0.7967175,0.248768,0.2594085,7.2785,0.4710715,0.105419,1.384025,0.2081635,0,2.190445,0,0.07159275,0.10721605
"CHRD",1.43925,0,0,0,0,0,0,0,0,0,0.02124125,0,0,0.1561535,0,0,0,0.068962,0.0329798,0
"CHRDL1",0.156213,0,0.0311969,0.615006,0,0.157209,0.048738,0.0488334,0,0.0830785,0.03126155,0,0,0.1137675,0,0,0.0422895,0.01124885,0.2456185,0.505353
"CHRDL2",0,0,0,0,0,0,0,0,0,0,0.0665575,0,0,0,0,0,0.889622,0,0,0
"CHRFAM7A",0,0,0,0,0.0382913,0,0,0,0,0,0.050962,0,0,0,0,0,0.19455755,0,0,0
"CHRM1",0,0,0,0,0,0,0,0.423109,0,0,0.161629,0,0,0,0,0,0.8338035,0,0,0
"CHRM2",0.0631066,0,0,0.03247865,0,0,0.0125177,0.06578075,0,0,3.334645,0,0,0,0,0,20.0825,93.5465,0.267677,0
"CHRM3",0.160356,0.474307,0.239735,7.291275,21.2365,8.61604,7.05299,20.14165,0.0421209,3.89097,21.68575,4.324035,2.59398,29.7687,24.3042,1.34958,23.33795,0,6.644435,2.16087
"CHRM3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM3-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.114592,0,0,0,0,0,0
"CHRM4",0,0,0,0,0,0,0.02833415,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRM5",0,0,0,0,3.262665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNA10",0,0,0,0,0,0,0,0,0,0,0.03957065,0,0,0,0,0,0,0,0,0
"CHRNA2",0,0,0,0.0469533,0.01237645,6.58778,0,2.98251,0,0,0.178431,0,0,0,0,0,0,0,0,0.0930691
"CHRNA3",0,0,0,0.070134,0.0467805,0.147084,16.09975,0.1576625,6.655465,0.02792045,2.17712,0.10745,0,0.0384829,0,166.7575,0.1479285,0.6331445,4.2691,0.01908285
"CHRNA4",0,0,0,0,0.01118515,0.587618,0.4369375,2.10567,0.156635,0,2.15408,1.71636,0,0,7.264115,7.713185,0,0,1.4762,20.69695
"CHRNA5",0.737961,0.258205,0.343847,2.109065,1.627825,1.02215,1.46878,2.575415,0.740123,3.23022,8.414155,1.782275,0.406227,1.512045,1.70747,0.0800959,5.643805,0.742144,0.8040365,1.1779825
"CHRNA6",0,0,0,0,0.02336665,0,0,0,0,0,0,0,0,0,0,0,1.48721,0,75.57625,0
"CHRNA7",1.18419,0.950145,1.0844,0.9982545,2.167235,3.92088,1.2645295,2.54387,0.396853,7.30144,6.01418,0.702159,1.50956,4.018285,2.961235,0.2261275,3.03277,1.023119,2.11612,0.5310755
"CHRNA9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02461625
"CHRNB1",7.94487,1.88161,1.9556,1.77956,7.380705,2.89928,4.98824,5.386065,5.864435,6.86121,11.19889,4.50337,0.807927,15.1172,5.160775,5.840865,6.54363,4.20571,1.687315,5.428035
"CHRNB2",0,0,0,0,5.55591,0,1.325815,6.59328,0.01155405,0.155098,0.00551105,0,3.48514,0,10.106385,0,0,2.545405,20.3631,0.1076353
"CHRNB3",0,0,0,0,0,0,0.01884425,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRNB4",0.214817,0,0.264215,0,0.606779,0,3.00059,0.306961,5.868095,0.583227,0.8068045,0,0,0,0.19261745,0,1.723765,0.116042,0,0
"CHRND",0,0,0,0,0,0,0.491156,0,0,0,1.1355765,0,0,0,0,0,0.642347,0,0,0
"CHRNE",0,0,0,0,0,4.1485,0,0.0939675,0,0,0.0120071,0,0,0,0,0,0,0,0,0
"CHRNG",0,0,0,0,0,0,0,0,0,0.2979005,0.0465197,0,0,0,0,0,4.64793,0,0,0.8180995
"CHST1",1.06643,0.700062,0,0.4515155,1.91485,0.905584,0.3524345,0.9116595,0.649339,1.232043,2.1277,0.5582205,0.245441,0.1445535,0.4104665,0.278803,1.82495,25.56785,0.2223255,7.282765
"CHST10",0,0,0,115.505,0,0,0.58304,0.01704825,0,0,0.241796,0,0,0,0,0.0487349,0.06784565,0,0,0
"CHST11",0,0,0.095258,0,0.00877575,0,0.0057976,0.0123838,0.01477375,0,0.0227374,0,15.0641,0,0,0,0,0.0164379,0,0
"CHST12",0,0,0,0,0,0,0,0.065796,0,0.0910815,0,0,0,0.182156,0,0,0.055443,0,0.3601715,340.547
"CHST13",0,0,0,0,0,0,0,0,0,0,0.23584,0,0,0,0,0,0,0,0,0
"CHST14",0,0,0,0,1.524395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST15",0,0,0,19.16815,0,0,0,0,0,0,5.12077,0,0,0,0,0,0.321087,0,0,0.0267262
"CHST2",7.35541,0,0.922363,0.390381,0.050087,0.0851011,0.0659555,0,1.55712,0,0.509536,0,3.80169,0,0.0526495,0,0,0.196425,0,14.07625
"CHST3",0,0.0582468,0,0.02439025,0.00783755,3.58795,0.00634895,0.448336,0,0.01900825,0.3013345,0,0,0,4.081745,0,2.050655,0,0,0
"CHST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHST5",0.275169,1.36133,0.935668,0.767617,2.28231,3.34972,2.996125,1.526115,1.388625,1.394645,2.372665,0.323832,0.136722,0.614483,1.248345,0.09968195,1.508335,0.513914,0.2480875,1.951815
"CHST6",1.40267,1.82779,1.24886,1.974275,3.58276,3.67401,2.72964,2.89278,0.5616075,2.69787,6.220615,1.056071,1.22094,2.668765,3.742515,0.603991,4.119235,1.542785,2.268285,3.6647
"CHST7",0,0,0,0,0.5293745,0,0,0.0629295,0,0,0,0,0,235.8415,0,0,0.01641455,0,0,0
"CHST8",0,0,0,0,0,0,0,0,0.25728,0,0.6181755,0,0,0,0,0.129022,1.1627105,44.2613,0,0
"CHST9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHSY1",0,0,0,0.0448871,1.1127595,0.261363,0.0819022,0.279164,6.79819,0,0.3041725,0.03564275,0,0,11.0645,0,0.146785,0.0103351,0.03236685,0.05741135
"CHSY3",0,0,0,0,0,0,0,0,0,0,0.0139931,0,0,0,0,0,0,0,0,0
"CHTF18",0,0,0,0,0,0,0.493263,0,0,0,0.197217,0,0.152378,0,0,0,0.1637483,0,0,0
"CHTF8",0,0,0,0,0.226523,0.110535,0.0271786,0,0.04720815,0,0.2904745,0,0,0,0,0,16.12645,0,0.0534375,0.0604205
"CHTOP",0.193935,0,0,0,1.435955,0,0.0696803,0,64.62015,0.09073515,6.84252,0,183.045,45.36465,129.314,0,0.6438995,0,0,0.060445
"CHUK",0,0,0,0,0,0,0,0,0,0,0.05319175,0,28.3179,0,0,0,0,0,0,0.02010445
"CHURC1",0.290146,0.394955,8.29575,1.99531,1.801535,1.81869,0.630729,1.94269,5.6573,3.52191,4.03172,0.188274,2.52543,1.452885,1.207175,0.1398656,3.76577,0.23671,16.78505,0.928461
"CHURC1-FNTB",0.000538235,0,3.73736e-229,0,0,0,0,0,6.82427655e-14,0,1.5903,0,1.26614,0,0,0,0.137019,0,1.14299500066366e-43,0
"CIAO1",1.62042,0.657743,0.520312,18.8037,18.40235,3.23406,1.280065,2.870895,1.69725,4.648895,5.806815,5.277865,0.411474,2.09578,2.29949,0.7388825,7.27073,0.7425835,2.352675,1.9455
"CIAPIN1",0,0,0.942634,6.055335,5.02639,0,0,0.0234116,0,0,0,0,0,0,0.177803,72.5098,0,0,0,0.1869045
"CIART",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336082
"CIB1",0,0,1.80318,0,0.721922,0,1.467385,9.192215,13.57075,0,1.726555,0,19.6235,0.1155075,0,1.99065,0,11.95395,0,0
"CIB2",0,0.197877,0,0,1.158775,0,0,0.087003,117.758,0,5.37553,30.15365,0,0,0,11.53135,74.54315,0,0.0660595,0
"CIB3",0,0,0,0,0,0,0,35.97305,0,0,0,0,0,0,0,0,0,0,0,0
"CIB4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIC",97.031,0,2.09744,0.2971175,0.91392,113.891,1.171465,1.0627635,28.3431,7.615705,1.0097705,0.955981,1.0442,0,9.483045,0,1.88413,0,0,0
"CIDEA",0,0,0,0,0,0,0,0,0,0,0.0987425,0,0,0,0,0,0,0,0,0
"CIDEB",0,0,0,0,0,0,0,10.19521,0,0,0,0,0,0,0.0504215,0,0,0,0,0.095282
"CIDEC",0,0,0,0,0,0,0.3481735,0,0,0,0.7791045,0,0,0,0,0,0,0,0,0
"CIDECP",0,0.348681,0,0,0.156038,0,0.5720775,0,0,0,0.377846,0,0,0,0,0,0,0,0,0
"CIITA",0.601541,1.81872,0.489757,0.4079915,7.589245,0.962443,0.9019885,1.29492,0.6981755,1.191775,4.589755,1.86197,2.59268,4.78807,0.257755,2.294505,2.98816,0,0.058209,2.97803
"CILP",0,0,0,0.05942235,0.6944815,0,0.872774,0,0,0,0.6943255,0,0,0,0,0,0,0,0,0
"CILP2",0,0,0,0,0,0,0,1.231014,0,0,0.238322,1.179482,0,0,0,0,0,0,0,0
"CINP",0,1.93646,0,0,0.208431,0,0,0,0,0,3.19859,0.102441,0,0,46.4653,0,0,0,0.135584,0
